# Gene Family	HSM7J4NY_Abundance-RPKs
K01893|g__Bacteroides.s__Bacteroides_vulgatus	3.051
K01893|g__Bacteroides.s__Bacteroides_vulgatus_CAG_6	8.379
K01893|g__Parabacteroides.s__Parabacteroides_distasonis	9.14
K01893|g__Parabacteroides.s__Parabacteroides_merdae	3.046
K01905	12.951
K01905|g__Methanomassiliicoccus.s__Candidatus_Methanomassiliicoccus_intestinalis	12.951
K01915	154.181
K01915|g__Methanomassiliicoccus.s__Candidatus_Methanomassiliicoccus_intestinalis	154.181
K01921	20.001
K01921|g__Parabacteroides.s__Parabacteroides_distasonis	20.001
K01938	9.629
K01938|g__Methanomassiliicoccus.s__Candidatus_Methanomassiliicoccus_intestinalis	9.629
K01939	41.765
K01939|g__Bacteroides.s__Bacteroides_caccae	4.245
K01939|g__Bacteroides.s__Bacteroides_uniformis	9.332
K01939|g__Bacteroides.s__Bacteroides_uniformis_CAG_3	5.089
K01939|unclassified	23.099
K01940	17.553
K01940|g__Methanomassiliicoccus.s__Candidatus_Methanomassiliicoccus_intestinalis	17.553
K01951	20.56
K01951|g__Bacteroides.s__Bacteroides_caccae	0.825
K01951|g__Bacteroides.s__Bacteroides_uniformis	2.473
K01951|g__Bacteroides.s__Bacteroides_uniformis_CAG_3	2.468
K01951|g__Bacteroides.s__Bacteroides_vulgatus	4.116
K01951|g__Bacteroides.s__Bacteroides_vulgatus_CAG_6	4.115
K01951|g__Parabacteroides.s__Parabacteroides_merdae	6.563
K01952	21.526
K01952|g__Methanomassiliicoccus.s__Candidatus_Methanomassiliicoccus_intestinalis	21.526
K01956	18.242
K01956|g__Methanomassiliicoccus.s__Candidatus_Methanomassiliicoccus_intestinalis	18.242
K01972	34.092
K01972|g__Parabacteroides.s__Parabacteroides_distasonis	21.55
K01972|unclassified	12.542
K01990	1738.048
K01990|g__Methanomassiliicoccus.s__Candidatus_Methanomassiliicoccus_intestinalis	1738.048
K01992	44.348
K01992|g__Methanomassiliicoccus.s__Candidatus_Methanomassiliicoccus_intestinalis	44.348
K02003	13.26
K02003|unclassified	13.26
K02013	25.973
K02013|g__Methanomassiliicoccus.s__Candidatus_Methanomassiliicoccus_intestinalis	25.973
K02015	64.49
K02015|g__Bacteroides.s__Bacteroides_caccae	4.521
K02015|g__Bacteroides.s__Bacteroides_uniformis	6.727
K02015|g__Bacteroides.s__Bacteroides_vulgatus	2.252
K02015|g__Methanomassiliicoccus.s__Candidatus_Methanomassiliicoccus_intestinalis	50.989
K02016	35.798
K02016|g__Methanomassiliicoccus.s__Candidatus_Methanomassiliicoccus_intestinalis	35.798
K02051	54.019
K02051|g__Methanomassiliicoccus.s__Candidatus_Methanomassiliicoccus_intestinalis	54.019
K02078	599.814
K02078|g__Bacteroides.s__Bacteroides_caccae	204.301
K02078|g__Bacteroides.s__Bacteroides_stercoris	226.481
K02078|g__Bacteroides.s__Bacteroides_uniformis	55.609
K02078|g__Bacteroides.s__Bacteroides_uniformis_CAG_3	41.977
K02078|g__Bacteroides.s__Bacteroides_vulgatus_CAG_6	14.235
K02078|unclassified	57.211
K02081	62.024
K02081|unclassified	62.024
K02107	107.679
K02107|g__Methanomassiliicoccus.s__Candidatus_Methanomassiliicoccus_intestinalis	107.679
K02108	7.69
K02108|g__Bacteroides.s__Bacteroides_caccae	7.69
K02109	19.633
K02109|g__Bacteroides.s__Bacteroides_vulgatus	4.878
K02109|g__Bacteroides.s__Bacteroides_vulgatus_CAG_6	14.755
K02111	14.734
K02111|g__Bacteroides.s__Bacteroides_caccae	0.672
K02111|g__Bacteroides.s__Bacteroides_stercoris	8.051
K02111|g__Bacteroides.s__Bacteroides_uniformis	4.675
K02111|g__Bacteroides.s__Bacteroides_uniformis_CAG_3	1.337
K02112	143.83
K02112|g__Bacteroides.s__Bacteroides_caccae	10.531
K02112|g__Bacteroides.s__Bacteroides_stercoris	2.79
K02112|g__Bacteroides.s__Bacteroides_uniformis	36.036
K02112|g__Bacteroides.s__Bacteroides_uniformis_CAG_3	31.153
K02112|g__Bacteroides.s__Bacteroides_vulgatus	17.308
K02112|g__Bacteroides.s__Bacteroides_vulgatus_CAG_6	22.879
K02112|g__Parabacteroides.s__Parabacteroides_distasonis	16.831
K02112|g__Parabacteroides.s__Parabacteroides_merdae	6.301
K02114	24.815
K02114|g__Bacteroides.s__Bacteroides_vulgatus	18.717
K02114|g__Bacteroides.s__Bacteroides_vulgatus_CAG_6	6.098
K02115	13.139
K02115|unclassified	13.139
K02117	81.167
K02117|g__Methanomassiliicoccus.s__Candidatus_Methanomassiliicoccus_intestinalis	57.075
K02117|unclassified	24.092
K02118	88.36
K02118|g__Bacteroides.s__Bacteroides_caccae	4.87
K02118|g__Bacteroides.s__Bacteroides_stercoris	1.616
K02118|g__Bacteroides.s__Bacteroides_uniformis	19.477
K02118|g__Bacteroides.s__Bacteroides_uniformis_CAG_3	15.41
K02118|g__Bacteroides.s__Bacteroides_vulgatus	0.815
